Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_14_segment_1_LtTemporal_1	1: RTSTRUCT: ANON_14_segment_2_RtCerebellar_1	1: RTSTRUCT: ANON_14_segment_3_LtOccipital_1
diagnostics	Versions	PyRadiomics	v3.0.1.post15+g2791e23	v3.0.1.post15+g2791e23	v3.0.1.post15+g2791e23
diagnostics	Versions	Numpy	1.23.4	1.23.4	1.23.4
wavelet-LHL	glcm	ClusterTendency	4.369699327436804	1.3540151515151513	6.898261051154843
wavelet-LHL	glcm	Contrast	3.1282185751078635	2.774242424242424	6.075196733597551
wavelet-LHL	glcm	Correlation	0.1610709358877308	-0.4813106864015077	0.06707623172845907
wavelet-LHL	glcm	DifferenceAverage	1.174249839499308	1.3681818181818182	1.8557059147420607
wavelet-LHL	glcm	DifferenceEntropy	2.0210347536816573	0.8322509443796929	2.145925688689984
wavelet-LHL	glcm	DifferenceVariance	1.6782879661594938	0.4386616161616162	2.136867121785865
wavelet-LHL	glcm	JointEnergy	0.08040197344439827	0.3374621212121212	0.06732258668675176
wavelet-LHL	glcm	JointEntropy	4.594997790418737	1.7024377815500744	4.192891255194434
wavelet-LHL	glcm	Imc1	-0.07553490559270759	-0.6061037184471402	-0.29918339306686526
wavelet-LHL	glcm	Imc2	0.4895204980817761	0.8177484744673694	0.8667760477094794
wavelet-LHL	glcm	Idm	0.5690088512464451	0.4565151515151515	0.4193146040259697
wavelet-LHL	glcm	Idmn	0.9854918700569697	0.8706702317290553	0.9084060430002546
wavelet-LHL	glcm	Id	0.6051832252694447	0.5146464646464646	0.48080837762951134
wavelet-LHL	glcm	Idn	0.92871416120355	0.7691630591630592	0.8144672610060897
wavelet-LHL	glcm	InverseVariance	0.45304944814106324	0.47415824915824917	0.4279329188334721
wavelet-LHL	glcm	MaximumProbability	0.1831368186317521	0.38181818181818183	0.12626800717477654
wavelet-LHL	glcm	SumEntropy	2.957890662547197	0.8948620239743171	2.864171108563416
wavelet-LHL	glcm	SumSquares	1.8744794756361667	1.0320643939393939	3.2433644461880977
wavelet-LHL	glrlm	GrayLevelNonUniformity	1179.7065823695577	3.595093795093795	7.956728597028583
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.20585170353751048	0.3875562885086694	0.17615610192340958
wavelet-LHL	glrlm	GrayLevelVariance	2.41794056897067	1.2332705742229555	3.2064415188606246
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	70.7384540108919	6.965367965367966	13.18937253502471
wavelet-LHL	glrlm	LongRunEmphasis	2.9248606868583544	1.2640692640692643	1.3874750056327962
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	203.57932653790618	9.151515151515152	16.96892170640023
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.04758622851664886	0.42207792207792205	0.46394607323010867
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.017950759236958456	0.34632034632034625	0.3054410445044084
wavelet-LHL	glrlm	RunEntropy	3.7771988733142954	1.6023573714486838	2.961961215278664
wavelet-LHL	glrlm	RunLengthNonUniformity	3331.68774606922	8.431457431457433	37.85865766391735
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.5748275555628786	0.8873542683066492	0.8248890805166631
wavelet-LHL	glrlm	RunPercentage	0.7032899582617236	0.9363636363636364	0.9030769230769231
wavelet-LHL	glrlm	RunVariance	0.8419163800461849	0.08415217939027463	0.11878663108866988
wavelet-LHL	glrlm	ShortRunEmphasis	0.7836212397787354	0.9484126984126982	0.9194222648828174
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	55.611847066658314	6.649711399711399	12.40902340671899
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.0145407286598374	0.32828282828282834	0.2725142218001956
wavelet-LHL	glszm	GrayLevelNonUniformity	55.32142857142857	1.5	2.5714285714285716
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.12348533163265306	0.375	0.1836734693877551
wavelet-LHL	glszm	GrayLevelVariance	7.369135642538265	1.1875	2.8010204081632653
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	72.33705357142857	6.25	16.071428571428573
wavelet-LHL	glszm	LargeAreaEmphasis	31770.88839285714	7.5	24.571428571428573
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	2198207.6875	54.0	180.07142857142858
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	466.110345463628	2.203125	10.52052032717849
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.02908503840891441	0.390625	0.21500931324910916
wavelet-LHL	glszm	SizeZoneNonUniformity	102.61607142857143	1.0	2.857142857142857
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.22905373086734693	0.25	0.20408163265306123
wavelet-LHL	glszm	SmallAreaEmphasis	0.4878648322634228	0.3559027777777778	0.3731607495069033
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	33.91120952238035	1.5694444444444444	4.737027918662534
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.014196506296610222	0.1306423611111111	0.09739905397230587
wavelet-LHL	glszm	ZoneEntropy	5.963511905747223	1.9999999999999987	3.5216406363433146
wavelet-LHL	glszm	ZonePercentage	0.054996317210901056	0.4	0.28
wavelet-LHL	glszm	ZoneVariance	31440.26560507015	1.25	11.816326530612244
wavelet-LHL	gldm	DependenceEntropy	6.113762085876241	2.7219280948873603	4.1736606896881785
wavelet-LHL	gldm	DependenceNonUniformity	486.5506997299288	3.6	10.08
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.05972878710163624	0.36	0.2016
wavelet-LHL	gldm	DependenceVariance	23.886795541881167	0.64	2.6496
wavelet-LHL	gldm	GrayLevelNonUniformity	2010.8966363859563	3.8	9.0
wavelet-LHL	gldm	GrayLevelVariance	1.9547852719058134	1.24	3.21
wavelet-LHL	gldm	HighGrayLevelEmphasis	70.35698502332433	7.0	12.82
wavelet-LHL	gldm	LargeDependenceEmphasis	99.82862754726246	6.4	15.04
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	6846.260741468205	43.6	119.34
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	1.5148019581208692	1.88125	6.89791485260771
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.017217284848255618	0.34375	0.31647448979591836
wavelet-LHL	gldm	SmallDependenceEmphasis	0.06174701228813847	0.26458333333333334	0.18371649659863948
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	4.353752436551278	1.6416666666666668	2.596298441043084
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.0014870998903006843	0.0921875	0.04703129330435878
wavelet-LHL	ngtdm	Busyness	6.789657963300063	0.8819444444444444	1.34668032913693
wavelet-LHL	ngtdm	Coarseness	0.0008855328004158535	0.28346456692913385	0.09471514334059447
wavelet-LHL	ngtdm	Complexity	77.42728796386756	4.665521541950114	24.49862711529621
wavelet-LHL	ngtdm	Contrast	0.019412973629119663	0.4546010582010583	0.20302725030559396
wavelet-LHL	ngtdm	Strength	0.07149959996249065	1.5274931447539328	1.6906893014771935
wavelet-LHH	firstorder	10Percentile	-12.69928041206299	-4.050074638980238	-11.803671328664066
wavelet-LHH	firstorder	90Percentile	12.951634128605939	11.251438288132578	14.613598280805745
wavelet-LHH	firstorder	Energy	735296615.2464156	915593.8565883604	4598391.699718321
wavelet-LHH	firstorder	Entropy	1.2599358641839928	0.970950594454668	0.9043814577244933
wavelet-LHH	firstorder	InterquartileRange	11.582017600207365	9.313197386882232	17.50605278989058
wavelet-LHH	firstorder	Kurtosis	7.068620104579208	2.264616662145512	1.9730694211622055
wavelet-LHH	firstorder	Maximum	102.27290348463745	16.06381003172966	17.16044601411759
wavelet-LHH	firstorder	MeanAbsoluteDeviation	8.140440977051155	5.647588517768311	8.497336157014646
wavelet-LHH	firstorder	Mean	0.22154685808426863	2.508365765269165	3.1019291833061664
wavelet-LHH	firstorder	Median	0.04776222728521376	2.5819410822044024	5.715244179516664
wavelet-LHH	firstorder	Minimum	-71.75062411106347	-7.417017244576434	-18.212532369705148
wavelet-LHH	firstorder	Range	174.02352759570093	23.480827276306094	35.37297838382274
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	4.948447610321788	4.226721097571229	6.757413885356636
wavelet-LHH	firstorder	RootMeanSquared	300.44091815863544	302.587814789089	303.2619890364871
wavelet-LHH	firstorder	Skewness	0.2644378015589599	0.43520665621442495	-0.452108395169391
wavelet-LHH	firstorder	TotalEnergy	735296615.2464156	915593.8565883604	4598391.699718321
wavelet-LHH	firstorder	Uniformity	0.4609345863235337	0.52	0.5648000000000001
wavelet-LHH	firstorder	Variance	131.7681061429986	48.07430086215796	97.05451972445721
wavelet-LHH	glcm	Autocorrelation	12.335948138136281	2.327272727272727	2.873353542871389
wavelet-LHH	glcm	JointAverage	3.5105268101988285	1.5469696969696969	1.6948091345791727
wavelet-LHH	glcm	ClusterProminence	1.9519463697206447	0.08316801346801347	0.4300390061163152
wavelet-LHH	glcm	ClusterShade	0.07718486558509255	-0.026558922558922563	-0.16837683368416587
wavelet-LHH	glcm	ClusterTendency	0.7117756362164472	0.15949494949494952	0.4211696176671206
wavelet-LHH	glcm	Contrast	0.663329620658713	0.6272727272727272	0.42214772173225845
wavelet-LHH	glcm	Correlation	0.03469613101513572	-0.4121212121212116	0.0030256155919796603
wavelet-LHH	glcm	DifferenceAverage	0.5641634762057353	0.6272727272727272	0.42214772173225845
wavelet-LHH	glcm	DifferenceEntropy	1.1974951765041624	0.5279583875057857	0.9274883677606246
wavelet-LHH	glcm	DifferenceVariance	0.3386648051581241	0.1304040404040404	0.2260013670860004
wavelet-LHH	glcm	JointEnergy	0.2196220018322776	0.4762121212121212	0.3523399632143101
wavelet-LHH	glcm	JointEntropy	2.4836259820528452	1.2053199784542121	1.7006961812334975
wavelet-LHH	glcm	Imc1	-0.024512410485555244	-0.43838801880919165	-0.07368914831635906
wavelet-LHH	glcm	Imc2	0.1927647953733086	0.5680680374090685	0.28501090688179553
wavelet-LHH	glcm	Idm	0.7276078785475995	0.6863636363636363	0.7889261391338708
wavelet-LHH	glcm	Idmn	0.9899984763215315	0.8745454545454545	0.9155704556535483
wavelet-LHH	glcm	Id	0.7325164059209642	0.6863636363636363	0.7889261391338708
wavelet-LHH	glcm	Idn	0.938364852552372	0.790909090909091	0.859284092755914
wavelet-LHH	glcm	InverseVariance	0.4940378932894651	0.6272727272727272	0.42214772173225845
wavelet-LHH	glcm	MaximumProbability	0.25182523068035095	0.5363636363636364	0.4837352737130435
wavelet-LHH	glcm	SumEntropy	1.765153782242013	0.5780472511814851	1.2785484595012393
wavelet-LHH	glcm	SumSquares	0.34377631421879024	0.19669191919191922	0.21082933484984473
wavelet-LHH	glrlm	GrayLevelNonUniformity	2024.1618134901148	4.681673881673881	19.10622853062992
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.43748838480137525	0.531153828534781	0.5300754684587798
wavelet-LHH	glrlm	GrayLevelVariance	0.4067697826827867	0.2344230857326095	0.2349622657706101
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	12.751439352248152	2.783333333333333	2.8611536845756147
wavelet-LHH	glrlm	LongRunEmphasis	4.822530703071736	1.5097402597402598	2.517581213567453
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	60.79291161280001	4.2508658008658005	8.191282736782286
wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	0.423046299304083	0.8244588744588746	1.0991558327637445
wavelet-LHH	glrlm	LowGrayLevelRunEmphasis	0.0915059667044284	0.5541666666666667	0.5347115788560963
wavelet-LHH	glrlm	RunEntropy	3.065755341860775	1.2637024055335921	1.9747515780378952
wavelet-LHH	glrlm	RunLengthNonUniformity	1901.1654102176353	7.304112554112553	20.723824478523497
wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.40389903910330405	0.8068074452003025	0.5575538222240284
wavelet-LHH	glrlm	RunPercentage	0.567480027951425	0.8818181818181817	0.7200000000000001
wavelet-LHH	glrlm	RunVariance	1.4842327177783796	0.15425513639799354	0.43337666653731033
wavelet-LHH	glrlm	ShortRunEmphasis	0.6389418057947046	0.8996212121212122	0.7476877117182114
wavelet-LHH	glrlm	ShortRunHighGrayLevelEmphasis	8.214907710975389	2.4867965367965366	2.0099102127334763
wavelet-LHH	glrlm	ShortRunLowGrayLevelEmphasis	0.06002870793925319	0.502827380952381	0.4321320864643953
wavelet-LHH	glszm	GrayLevelNonUniformity	46.15873015873016	1.6666666666666667	1.6666666666666667
wavelet-LHH	glszm	GrayLevelNonUniformityNormalized	0.36633912824389014	0.5555555555555556	0.5555555555555556
wavelet-LHH	glszm	GrayLevelVariance	2.8645124716553285	0.2222222222222222	0.2222222222222222
wavelet-LHH	glszm	HighGrayLevelZoneEmphasis	14.134920634920634	3.0	2.0
wavelet-LHH	glszm	LargeAreaEmphasis	242201.3015873016	14.0	452.0
wavelet-LHH	glszm	LargeAreaHighGrayLevelEmphasis	3029528.746031746	40.0	1608.0
wavelet-LHH	glszm	LargeAreaLowGrayLevelEmphasis	21011.999415166196	7.5	163.0
wavelet-LHH	glszm	LowGrayLevelZoneEmphasis	0.1970276000611885	0.5	0.75
wavelet-LHH	glszm	SizeZoneNonUniformity	44.15873015873016	1.0	1.0
wavelet-LHH	glszm	SizeZoneNonUniformityNormalized	0.35046611237087427	0.3333333333333333	0.3333333333333333
wavelet-LHH	glszm	SmallAreaEmphasis	0.6043799519934582	0.3675	0.08532236423981358
wavelet-LHH	glszm	SmallAreaHighGrayLevelEmphasis	8.849127681591902	1.4075	0.08618741614292776
wavelet-LHH	glszm	SmallAreaLowGrayLevelEmphasis	0.1226931935453478	0.1075	0.08510610126403502
wavelet-LHH	glszm	ZoneEntropy	3.657801319838713	1.5849625007211552	1.5849625007211552
wavelet-LHH	glszm	ZonePercentage	0.015467714215565921	0.3	0.06
wavelet-LHH	glszm	ZoneVariance	238021.57646762405	2.888888888888889	174.2222222222222
wavelet-LHH	gldm	DependenceEntropy	4.8515651858554945	2.5219280948873606	4.258171939471832
wavelet-LHH	gldm	DependenceNonUniformity	724.0392830837221	3.0	4.24
wavelet-LHH	gldm	DependenceNonUniformityNormalized	0.0888827992982718	0.3	0.0848
wavelet-LHH	gldm	DependenceVariance	13.27730928719299	1.24	16.8016
wavelet-LHH	gldm	GrayLevelNonUniformity	3754.773140191505	5.2	28.24
wavelet-LHH	gldm	GrayLevelVariance	0.34442110346958577	0.24	0.21760000000000002
wavelet-LHH	gldm	HighGrayLevelEmphasis	12.665848269089123	2.8	3.04
wavelet-LHH	gldm	LargeDependenceEmphasis	163.23005155904738	14.2	85.36
wavelet-LHH	gldm	LargeDependenceHighGrayLevelEmphasis	2045.2337343481463	41.8	314.08
wavelet-LHH	gldm	LargeDependenceLowGrayLevelEmphasis	14.164253100341943	7.3	28.18
wavelet-LHH	gldm	LowGrayLevelEmphasis	0.08948579805316022	0.55	0.49
wavelet-LHH	gldm	SmallDependenceEmphasis	0.021257476314266117	0.16633333333333333	0.038917475025477245
wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.29555352215791214	0.5611666666666667	0.07299267976933149
wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.0031797902720827787	0.067625	0.03039867383951368
wavelet-LHH	ngtdm	Busyness	43.460400373407005	1.6598214285714288	4.857041286523009
wavelet-LHH	ngtdm	Coarseness	0.0005485367184280935	0.37654653039268426	0.0989839703655056
wavelet-LHH	ngtdm	Complexity	16.84230409055478	0.5311428571428571	0.40410583503871433
wavelet-LHH	ngtdm	Contrast	0.006454727492201072	0.1236	0.08957589457092617
wavelet-LHH	ngtdm	Strength	0.024607573248823275	0.3883495145631068	0.09716899888851431
wavelet-HLL	firstorder	10Percentile	-41.69021669643638	-54.177627564517785	-48.0756780068322
wavelet-HLL	firstorder	90Percentile	26.290006387184498	40.22892181490643	11.664249631557004
wavelet-HLL	firstorder	Energy	711486425.0312119	777719.403898057	4031229.0163253536
wavelet-HLL	firstorder	Entropy	2.2690616708350735	1.9709505944546675	2.0471384077763988
wavelet-HLL	firstorder	InterquartileRange	26.390511491796044	38.236141597181955	33.166744119114604
wavelet-HLL	firstorder	Kurtosis	6.997498276317901	2.429708519849675	3.0264643878693285
wavelet-HLL	firstorder	Maximum	190.31779476105172	45.29921798629746	25.495821989449777
wavelet-HLL	firstorder	MeanAbsoluteDeviation	21.08066387865082	30.299677926293374	18.801688013330992
wavelet-HLL	firstorder	Mean	-6.1318252394952255	-23.549834303152704	-17.06287042639889
wavelet-HLL	firstorder	Median	-4.089228099223504	-36.04633780094929	-15.43837667944835
wavelet-HLL	firstorder	Minimum	-180.97620135321748	-67.84678312177645	-83.02140120514296
wavelet-HLL	firstorder	Range	371.2939961142692	113.1460011080739	108.51722319459275
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	11.624755782159378	22.964094035894153	13.152543482449664
wavelet-HLL	firstorder	RootMeanSquared	295.53648675765766	278.8762097953242	283.94467828523756
wavelet-HLL	firstorder	Skewness	-0.34230253547459466	0.8647463394328175	-0.5002668841133238
wavelet-HLL	firstorder	TotalEnergy	711486425.0312119	777719.403898057	4031229.0163253536
wavelet-HLL	firstorder	Uniformity	0.282733044838643	0.26	0.2768
wavelet-HLL	firstorder	Variance	983.3108679885818	1347.2462759913712	571.1610351583355
wavelet-HLL	glcm	Autocorrelation	68.48965126988988	4.998484848484849	13.674008353055374
wavelet-HLL	glcm	JointAverage	8.254679647146858	2.320454545454545	3.7068660286730974
wavelet-HLL	glcm	ClusterProminence	104.76807564641021	20.97073819444444	11.279773653763995
wavelet-HLL	glcm	ClusterShade	-4.237169013233606	1.9168661616161613	-0.44044344378583405
wavelet-HLL	glcm	ClusterTendency	3.661767539894515	1.9194696969696965	1.8467253486242865
wavelet-HLL	glcm	Contrast	2.2622885660779897	4.995454545454546	2.1437229848545973
wavelet-HLL	glcm	Correlation	0.22991720038199193	-0.14947757581770452	-0.0683664717666269
wavelet-HLL	glcm	DifferenceAverage	0.9797584586687875	1.6863636363636365	1.1775446660475386
wavelet-HLL	glcm	DifferenceEntropy	1.842455610161018	0.7049782171069658	1.5391630863029988
wavelet-HLL	glcm	DifferenceVariance	1.2645452899082144	0.4568434343434343	0.5595393461787652
wavelet-HLL	glcm	JointEnergy	0.10560962483814457	0.37099747474747474	0.10840437186152771
wavelet-HLL	glcm	JointEntropy	4.2042493654211155	1.6903165694288622	3.478330304356476
wavelet-HLL	glcm	Imc1	-0.0764541174182439	-0.7166782925017441	-0.2538380696514753
wavelet-HLL	glcm	Imc2	0.48043356780629665	0.8478498471527061	0.7924153195332742
wavelet-HLL	glcm	Idm	0.6153470688993171	0.45564171122994657	0.5078454988569365
wavelet-HLL	glcm	Idmn	0.9917256201186244	0.8651972662473331	0.9472016639257105
wavelet-HLL	glcm	Id	0.643494378936401	0.5151515151515151	0.5560938859614002
wavelet-HLL	glcm	Idn	0.9460634959547751	0.7824855699855701	0.8482628271711441
wavelet-HLL	glcm	InverseVariance	0.45776419683392666	0.389709595959596	0.48479392257587206
wavelet-HLL	glcm	MaximumProbability	0.2271048499039381	0.3893939393939394	0.17924870834353138
wavelet-HLL	glcm	SumEntropy	2.8030576728284036	0.9312256603379535	2.2832819677141356
wavelet-HLL	glcm	SumSquares	1.4810140264931262	1.7287310606060606	0.9976120833697208
wavelet-HLL	glrlm	GrayLevelNonUniformity	1226.8398682999973	2.4651515151515153	11.721353731591915
wavelet-HLL	glrlm	GrayLevelNonUniformityNormalized	0.22747025632636594	0.26088804713804714	0.26752544733101513
wavelet-HLL	glrlm	GrayLevelVariance	2.179658009143235	2.024435325476992	1.1250946336931629
wavelet-HLL	glrlm	HighGrayLevelRunEmphasis	70.18733047340048	8.442171717171716	15.769748565929044
wavelet-HLL	glrlm	LongRunEmphasis	3.5120061562604663	1.196969696969697	1.5610269457837223
wavelet-HLL	glrlm	LongRunHighGrayLevelEmphasis	240.76862754661536	9.650505050505052	24.803486102046925
wavelet-HLL	glrlm	LongRunLowGrayLevelEmphasis	0.05580463351781078	0.5091257014590348	0.14785601773163656
wavelet-HLL	glrlm	LowGrayLevelRunEmphasis	0.017267458191067193	0.39317873176206514	0.10561774793137514
wavelet-HLL	glrlm	RunEntropy	3.799096161226982	2.076964788205503	2.583970067838888
wavelet-HLL	glrlm	RunLengthNonUniformity	2896.999823704794	8.585858585858587	35.15398306499327
wavelet-HLL	glrlm	RunLengthNonUniformityNormalized	0.5314100741937062	0.8959034792368126	0.779833764583138
wavelet-HLL	glrlm	RunPercentage	0.661060643260496	0.9454545454545454	0.8738461538461538
wavelet-HLL	glrlm	RunVariance	1.1414886755240476	0.052048260381593714	0.16270791517378566
wavelet-HLL	glrlm	ShortRunEmphasis	0.7543435366613063	0.9507575757575757	0.8891922101675381
wavelet-HLL	glrlm	ShortRunHighGrayLevelEmphasis	53.23210967751141	8.140088383838384	14.020111299152571
wavelet-HLL	glrlm	ShortRunLowGrayLevelEmphasis	0.013460892148385294	0.36419198933782276	0.09703787529236568
wavelet-HLL	glszm	GrayLevelNonUniformity	53.87264150943396	1.4	2.0
wavelet-HLL	glszm	GrayLevelNonUniformityNormalized	0.12705811676753292	0.28	0.2
wavelet-HLL	glszm	GrayLevelVariance	7.583192417230331	1.7600000000000002	2.41
wavelet-HLL	glszm	HighGrayLevelZoneEmphasis	78.47641509433963	9.6	16.1
wavelet-HLL	glszm	LargeAreaEmphasis	41021.6179245283	4.8	52.0
wavelet-HLL	glszm	LargeAreaHighGrayLevelEmphasis	2821875.3985849055	32.6	830.4
wavelet-HLL	glszm	LargeAreaLowGrayLevelEmphasis	604.8223151394682	2.3264444444444443	3.951027777777778
wavelet-HLL	glszm	LowGrayLevelZoneEmphasis	0.024299940011407936	0.30244444444444446	0.18838888888888888
wavelet-HLL	glszm	SizeZoneNonUniformity	106.06132075471699	1.8	3.0
wavelet-HLL	glszm	SizeZoneNonUniformityNormalized	0.2501446244215023	0.36	0.3
wavelet-HLL	glszm	SmallAreaEmphasis	0.5063732881844211	0.49444444444444446	0.5193264462809917
wavelet-HLL	glszm	SmallAreaHighGrayLevelEmphasis	40.88996792071879	4.96111111111111	9.278466712580348
wavelet-HLL	glszm	SmallAreaLowGrayLevelEmphasis	0.011436606377927781	0.07422222222222222	0.13908417667840017
wavelet-HLL	glszm	ZoneEntropy	5.800896583640848	1.9219280948873612	3.12192809488736
wavelet-HLL	glszm	ZonePercentage	0.05205008593174564	0.5	0.2
wavelet-HLL	glszm	ZoneVariance	40652.50683072267	0.8	27.0
wavelet-HLL	gldm	DependenceEntropy	6.070376658402698	2.246439344671014	4.098171939471833
wavelet-HLL	gldm	DependenceNonUniformity	426.1875767247729	3.6	8.96
wavelet-HLL	gldm	DependenceNonUniformityNormalized	0.05231863205558224	0.36	0.1792
wavelet-HLL	gldm	DependenceVariance	28.744093145660084	0.56	3.3615999999999997
wavelet-HLL	gldm	GrayLevelNonUniformity	2303.1433832555854	2.6	13.84
wavelet-HLL	gldm	GrayLevelVariance	1.6561662168493978	2.05	1.0544
wavelet-HLL	gldm	HighGrayLevelEmphasis	69.5901055732875	8.3	15.8
wavelet-HLL	gldm	LargeDependenceEmphasis	125.02774367787872	5.4	21.68
wavelet-HLL	gldm	LargeDependenceHighGrayLevelEmphasis	8472.204885833538	31.3	351.84
wavelet-HLL	gldm	LargeDependenceLowGrayLevelEmphasis	1.8969703483237752	3.179222222222222	1.5872388888888889
wavelet-HLL	gldm	LowGrayLevelEmphasis	0.016616024920822155	0.40522222222222226	0.10137222222222222
wavelet-HLL	gldm	SmallDependenceEmphasis	0.055964374310140376	0.34444444444444444	0.15992942806752328
wavelet-HLL	gldm	SmallDependenceHighGrayLevelEmphasis	4.220803561297331	3.327777777777778	2.710870849080373
wavelet-HLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.0011956840336796292	0.07283333333333333	0.03268736703199798
wavelet-HLL	ngtdm	Busyness	5.518213417404344	0.69297052154195	0.46225845528710635
wavelet-HLL	ngtdm	Coarseness	0.0008845753960246237	0.343586387434555	0.09324534312539669
wavelet-HLL	ngtdm	Complexity	88.2714923032633	8.799238095238096	12.764315091933248
wavelet-HLL	ngtdm	Contrast	0.010594846855582884	0.4096746031746031	0.06436384158116393
wavelet-HLL	ngtdm	Strength	0.11755583218756144	2.8689436060365368	1.0711557862250052
wavelet-HLH	firstorder	10Percentile	-10.755999247956087	-12.760463251132203	-7.692866597618969
wavelet-HLH	firstorder	90Percentile	11.302473977990376	18.396051388218407	6.690275236341339
wavelet-HLH	firstorder	Energy	735596819.2492086	914899.7915257271	4519109.752245623
wavelet-HLH	firstorder	Entropy	1.2180525042380956	0.970950594454668	0.9895875212220548
wavelet-HLH	firstorder	InterquartileRange	9.72275850120664	18.23371453915943	6.990146115419527
wavelet-HLH	firstorder	Kurtosis	7.055677024675155	1.656858838344203	2.3668235149550703
wavelet-HLH	firstorder	Maximum	63.18148295769011	19.31849178745054	11.30401396550117
wavelet-HLH	firstorder	MeanAbsoluteDeviation	7.095730483490765	10.060450205467784	4.5797247412086595
wavelet-HLH	firstorder	Mean	0.32921883017613013	2.252505959983207	0.5863390999007252
wavelet-HLH	firstorder	Median	-0.03703974973809998	3.172884712083989	1.2421043152540319
wavelet-HLH	firstorder	Minimum	-59.40051743740052	-13.9339506242311	-11.5965188055418
wavelet-HLH	firstorder	Range	122.58200039509063	33.25244241168164	22.90053277104297
wavelet-HLH	firstorder	RobustMeanAbsoluteDeviation	4.196755021823451	8.419007455374524	3.3933730616356654
wavelet-HLH	firstorder	RootMeanSquared	300.50224331658836	302.4731048416912	300.63631690950524
wavelet-HLH	firstorder	Skewness	0.5598891016846091	0.037369719465028574	-0.2112043224330964
wavelet-HLH	firstorder	TotalEnergy	735596819.2492086	914899.7915257271	4519109.752245623
wavelet-HLH	firstorder	Uniformity	0.46813002502994544	0.52	0.5072000000000001
wavelet-HLH	firstorder	Variance	103.958555158236	133.40179348302692	30.047791431949083
wavelet-HLH	glcm	Autocorrelation	12.31018449377088	2.1030303030303035	2.564008349808666
wavelet-HLH	glcm	JointAverage	3.5061294011698703	1.4712121212121212	1.5990359311631748
wavelet-HLH	glcm	ClusterProminence	1.5336863869372659	0.11689528619528623	0.49081322436426306
wavelet-HLH	glcm	ClusterShade	0.13503915810999428	-0.021441077441077455	-0.0985743502120062
wavelet-HLH	glcm	ClusterTendency	0.6670864932803083	0.15040404040404043	0.48817184738858477
wavelet-HLH	glcm	Contrast	0.5983158141697251	0.6212121212121212	0.4661988873617184
wavelet-HLH	glcm	Correlation	0.05314596893131366	-0.3030303030303026	0.02299252305916453
wavelet-HLH	glcm	DifferenceAverage	0.535524867529831	0.6212121212121212	0.4661988873617184
wavelet-HLH	glcm	DifferenceEntropy	1.144212730654794	0.25787196982808863	0.9672297986889891
wavelet-HLH	glcm	DifferenceVariance	0.3071930753981667	0.06313131313131314	0.23892047875236783
wavelet-HLH	glcm	JointEnergy	0.22772416868672482	0.5510606060606059	0.28389415387248057
wavelet-HLH	glcm	JointEntropy	2.3715560606623667	0.9673523268997247	1.9013678215101621
wavelet-HLH	glcm	Imc1	-0.02419447617425713	-0.609009156730145	-0.03340339691278019
wavelet-HLH	glcm	Imc2	0.19775400904353874	0.6635278069652313	0.20890148169469586
wavelet-HLH	glcm	Idm	0.7384622088804469	0.6893939393939394	0.7669005563191409
wavelet-HLH	glcm	Idmn	0.9841593699445919	0.8757575757575758	0.9067602225276563
wavelet-HLH	glcm	Id	0.7417841764217582	0.6893939393939394	0.7669005563191409
wavelet-HLH	glcm	Idn	0.9245721373635221	0.7929292929292928	0.8446003708794272
